# Columns: mu/Lambda, UV-approx, alpha
# ( nf=3, 5-loop )
1.90000e+00  1.42199e+00  1.40703e+00
1.90500e+00  1.40320e+00  1.35975e+00
1.91000e+00  1.38492e+00  1.31893e+00
1.91500e+00  1.36714e+00  1.28309e+00
1.92000e+00  1.34984e+00  1.25120e+00
1.92500e+00  1.33299e+00  1.22253e+00
1.93000e+00  1.31659e+00  1.19651e+00
1.93500e+00  1.30062e+00  1.17272e+00
1.94000e+00  1.28506e+00  1.15083e+00
1.94500e+00  1.26989e+00  1.13058e+00
1.95000e+00  1.25511e+00  1.11174e+00
1.95500e+00  1.24071e+00  1.09415e+00
1.96000e+00  1.22666e+00  1.07765e+00
1.96500e+00  1.21296e+00  1.06214e+00
1.97000e+00  1.19959e+00  1.04750e+00
1.97500e+00  1.18655e+00  1.03365e+00
1.98000e+00  1.17382e+00  1.02051e+00
1.98500e+00  1.16139e+00  1.00802e+00
1.99000e+00  1.14926e+00  9.96125e-01
1.99500e+00  1.13741e+00  9.84766e-01
2.00000e+00  1.12584e+00  9.73904e-01
2.00500e+00  1.11453e+00  9.63500e-01
2.01000e+00  1.10348e+00  9.53519e-01
2.01500e+00  1.09268e+00  9.43932e-01
2.02000e+00  1.08212e+00  9.34709e-01
2.02500e+00  1.07180e+00  9.25827e-01
2.03000e+00  1.06170e+00  9.17263e-01
2.03500e+00  1.05183e+00  9.08996e-01
2.04000e+00  1.04217e+00  9.01009e-01
2.04500e+00  1.03271e+00  8.93283e-01
2.05000e+00  1.02346e+00  8.85805e-01
2.05500e+00  1.01440e+00  8.78559e-01
2.06000e+00  1.00553e+00  8.71532e-01
2.06500e+00  9.96849e-01  8.64714e-01
2.07000e+00  9.88344e-01  8.58092e-01
2.07500e+00  9.80012e-01  8.51658e-01
2.08000e+00  9.71849e-01  8.45400e-01
2.08500e+00  9.63850e-01  8.39311e-01
2.09000e+00  9.56010e-01  8.33383e-01
2.09500e+00  9.48325e-01  8.27607e-01
2.10000e+00  9.40790e-01  8.21978e-01
2.10500e+00  9.33402e-01  8.16488e-01
2.11000e+00  9.26157e-01  8.11131e-01
2.11500e+00  9.19050e-01  8.05901e-01
2.12000e+00  9.12077e-01  8.00794e-01
2.12500e+00  9.05236e-01  7.95803e-01
2.13000e+00  8.98523e-01  7.90925e-01
2.13500e+00  8.91934e-01  7.86155e-01
2.14000e+00  8.85466e-01  7.81488e-01
2.14500e+00  8.79116e-01  7.76920e-01
2.15000e+00  8.72881e-01  7.72449e-01
2.15500e+00  8.66757e-01  7.68069e-01
2.16000e+00  8.60743e-01  7.63779e-01
2.16500e+00  8.54835e-01  7.59574e-01
2.17000e+00  8.49031e-01  7.55451e-01
2.17500e+00  8.43327e-01  7.51409e-01
2.18000e+00  8.37722e-01  7.47443e-01
2.18500e+00  8.32214e-01  7.43552e-01
2.19000e+00  8.26798e-01  7.39733e-01
2.19500e+00  8.21475e-01  7.35984e-01
2.20000e+00  8.16240e-01  7.32302e-01
2.20500e+00  8.11093e-01  7.28685e-01
2.21000e+00  8.06030e-01  7.25131e-01
2.21500e+00  8.01051e-01  7.21639e-01
2.22000e+00  7.96152e-01  7.18206e-01
2.22500e+00  7.91333e-01  7.14831e-01
2.23000e+00  7.86590e-01  7.11511e-01
2.23500e+00  7.81923e-01  7.08246e-01
2.24000e+00  7.77330e-01  7.05034e-01
2.24500e+00  7.72809e-01  7.01873e-01
2.25000e+00  7.68358e-01  6.98762e-01
2.25500e+00  7.63976e-01  6.95699e-01
2.26000e+00  7.59662e-01  6.92683e-01
2.26500e+00  7.55413e-01  6.89713e-01
2.27000e+00  7.51228e-01  6.86788e-01
2.27500e+00  7.47106e-01  6.83907e-01
2.28000e+00  7.43046e-01  6.81067e-01
2.28500e+00  7.39045e-01  6.78269e-01
2.29000e+00  7.35104e-01  6.75511e-01
2.29500e+00  7.31220e-01  6.72793e-01
2.30000e+00  7.27393e-01  6.70112e-01
2.30500e+00  7.23620e-01  6.67469e-01
2.31000e+00  7.19902e-01  6.64862e-01
2.31500e+00  7.16237e-01  6.62291e-01
2.32000e+00  7.12623e-01  6.59755e-01
2.32500e+00  7.09060e-01  6.57252e-01
2.33000e+00  7.05546e-01  6.54782e-01
2.33500e+00  7.02081e-01  6.52345e-01
2.34000e+00  6.98664e-01  6.49939e-01
